GenomicLocus	IndSigSNP	chr	bp	snp	DateAddedToCatalog	PMID	FirstAuth	Date	Journal	Link	Study	Trait	InitialN	ReplicationN	Region	ReportedGene	MappedGene	UpGene	DownGene	SNP_Gene_ID	UpGeneDist	DownGeneDist	Strongest	SNPs	marged	SNP_ID_cur	Context	intergenic	RiskAF	P	Pmlog	Ptext	OrBeta	95CI	Platform	CNV
1	rs2476601	1	114303808	rs6679677	2016-09-23	26502338	Bentham J	2015-10-26	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/26502338	Genetic association analyses implicate aberrant regulation of innate and adaptive immunity genes in the pathogenesis of systemic lupus erythematosus.	Systemic lupus erythematosus	5,201 European ancestry cases, 9,066 European ancestry controls	NA	1p13.2	PTPN22	PHTF1 - RSBN1	ENSG00000116793	ENSG00000081019		1697	646	rs6679677-A	rs6679677	0	6679677	upstream_gene_variant	1	NR	1E-15	15		1.39	[NR]	Illumina [> 644674] (imputed)	N
1	rs2476601	1	114303808	rs6679677	2017-08-04	27989323	Ahola-Olli AV	2016-12-13	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/27989323	Genome-wide Association Study Identifies 27 Loci Influencing Concentrations of Circulating Cytokines and Growth Factors.	Monokine induced by gamma interferon levels	3,685 Finnish ancestry individuals	NA	1p13.2	NR	PHTF1 - RSBN1	ENSG00000116793	ENSG00000081019		1697	646	rs6679677-C	rs6679677	0	6679677	upstream_gene_variant	1	NR	9E-7	6.04575749056068		0.162	[0.098-0.226] SD units decrease	NR [10700000] (imputed)	N
1	rs2476601	1	114303808	rs6679677	2019-09-11	26546613	Gutierrez-Achury J	2016-01-01	Hum Mol Genet	www.ncbi.nlm.nih.gov/pubmed/26546613	Functional implications of disease-specific variants in loci jointly associated with coeliac disease and rheumatoid arthritis.	Celiac disease and Rheumatoid arthritis	371 South Asian ancestry celiac disease cases, 3,138 European ancestry celiac disease cases,  4,418 European ancestry rheumatoid arthritis cases,  509 South Asian ancestry celiac disease controls, 2,473 European ancestry celiac disease controls, 3,300 European ancestry rheumatoid arthritis controls, 8,872 celiac disease cases, 9,401 rheumatoid arthritis cases, 4,845 celiac disease controls, 9,627 rheumatoid arthritis controls	NA	1p13.2	RSBN1	PHTF1 - RSBN1	ENSG00000116793	ENSG00000081019		1697	646	rs6679677-?	rs6679677	0	6679677	upstream_gene_variant	1	NR	1E-53	53		1.41		Illumina [109572]	N
1	rs2476601	1	114303808	rs6679677	2018-09-06	25817017	Carmona FD	2015-03-26	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/25817017	A large-scale genetic analysis reveals a strong contribution of the HLA class II region to giant cell arteritis susceptibility.	Giant cell arteritis	1,651 European ancestry cases, 15,306 European ancestry controls	NA	1p13.2	PTPN22	PHTF1 - RSBN1	ENSG00000116793	ENSG00000081019		1697	646	rs6679677-A	rs6679677	0	6679677	upstream_gene_variant	1	0.095	1E-6	6		1.39	[1.22-1.58]	Illumina [95416]	N
1	rs2476601	1	114303808	rs6679677	2020-11-12	33106285	Lopez-Isac E	2020-10-26	Ann Rheum Dis	www.ncbi.nlm.nih.gov/pubmed/33106285	Combined genetic analysis of juvenile idiopathic arthritis clinical subtypes identifies novel risk loci, target genes and key regulatory mechanisms.	Arthritis (juvenile idiopathic)	3,305 European ancestry cases, 9,196 European ancestry controls	2,751 European ancestry cases, 15,886 European ancestry controls	1p13.2	RSBN, PTPN22	PHTF1 - RSBN1	ENSG00000116793	ENSG00000081019		1697	646	rs6679677-A	rs6679677	0	6679677	upstream_gene_variant	1	NR	7E-30	29.1549019599857		1.49	[1.39-1.6]	Illumina [7461261] (imputed)	N
1	rs2476601	1	114303808	rs6679677	2021-04-27	33686288	Peyrot WJ	2021-03-08	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/33686288	Identifying loci with different allele frequencies among cases of eight psychiatric disorders using CC-GWAS.	Ulcerative colitis vs rheumatoid arthritis (ordinary least squares (OLS))	6,968 ulcerative colitis cases, 8,875 rheumatoid arthritis cases	10,679 ulcerative colitis cases, 5,486 rheumatoid arthritis cases	1p13.2		PHTF1 - RSBN1	ENSG00000116793	ENSG00000081019		1697	646	rs6679677-?	rs6679677	0	6679677	upstream_gene_variant	1	NR	5E-34	33.301029995664		0.1	NR unit decrease	NR [5896510] (imputed)	N
1	rs2476601	1	114303808	rs6679677	2021-02-17	33310728	Ha E	2020-12-11	Ann Rheum Dis	www.ncbi.nlm.nih.gov/pubmed/33310728	Large-scale meta-analysis across East Asian and European populations updated genetic architecture and variant-driven biology of rheumatoid arthritis, identifying 11 novel susceptibility loci.	Rheumatoid arthritis	14,361 European ancestry cases, 43,923 European ancestry controls, 8,267 East Asian ancestry cases, 244,741 East Asian ancestry controls	NA	1p13.2		PHTF1 - RSBN1	ENSG00000116793	ENSG00000081019		1697	646	rs6679677-A	rs6679677	0	6679677	upstream_gene_variant	1	NR	1E-145	145		1.81	[1.73-1.89]	NR [13810676] (imputed)	N
1	rs2476601	1	114303808	rs6679677	2023-02-01	36496446	Seviiri M	2022-12-10	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/36496446	A multi-phenotype analysis reveals 19 susceptibility loci for basal cell carcinoma and 15 for squamous cell carcinoma.	Basal cell carcinoma (MTAG)	20,791 European ancestry cases, 286,893 European ancestry controls	251,963 European ancestry cases, 2,271,667 European ancestry controls	1p13.2		PHTF1 - RSBN1	ENSG00000116793	ENSG00000081019		1697	646	rs6679677-A	rs6679677	0	6679677	upstream_gene_variant	1	NR	2E-68	67.698970004336		NA		Affymetrix, Illumina [5301239] (imputed)	N
1	rs2476601	1	114303808	rs6679677	2021-12-13	34469753	Kachuri L	2021-08-26	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/34469753	Genetic determinants of blood-cell traits influence susceptibility to childhood acute lymphoblastic leukemia.	Platelet-to-lymphocyte ratio	234,552 European ancestry individuals	100,478 European ancestry individuals	1p13.2		PHTF1 - RSBN1	ENSG00000116793	ENSG00000081019		1697	646	rs6679677-C	rs6679677	0	6679677	upstream_gene_variant	1	0.898	5E-31	30.301029995664		NA		Affymetrix [10369434] (imputed)	N
1	rs2476601	1	114303808	rs6679677	2021-12-13	34469753	Kachuri L	2021-08-26	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/34469753	Genetic determinants of blood-cell traits influence susceptibility to childhood acute lymphoblastic leukemia.	Neutrophil count	234,802 European ancestry individuals	100,556 European ancestry individuals	1p13.2		PHTF1 - RSBN1	ENSG00000116793	ENSG00000081019		1697	646	rs6679677-C	rs6679677	0	6679677	upstream_gene_variant	1	0.898	3E-16	15.5228787452803		NA		Affymetrix [10369434] (imputed)	N
1	rs2476601	1	114303808	rs6679677	2021-12-13	34469753	Kachuri L	2021-08-26	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/34469753	Genetic determinants of blood-cell traits influence susceptibility to childhood acute lymphoblastic leukemia.	Monocyte count	234,690 European ancestry individuals	100,494 European ancestry individuals	1p13.2		PHTF1 - RSBN1	ENSG00000116793	ENSG00000081019		1697	646	rs6679677-C	rs6679677	0	6679677	upstream_gene_variant	1	0.898	4E-8	7.39794000867204		NA		Affymetrix [10369434] (imputed)	N
1	rs2476601	1	114303808	rs6679677	2021-12-13	34469753	Kachuri L	2021-08-26	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/34469753	Genetic determinants of blood-cell traits influence susceptibility to childhood acute lymphoblastic leukemia.	Lymphocyte count	234,778 European ancestry individuals	100,554 European ancestry individuals	1p13.2		PHTF1 - RSBN1	ENSG00000116793	ENSG00000081019		1697	646	rs6679677-C	rs6679677	0	6679677	upstream_gene_variant	1	0.898	7E-35	34.1549019599857		NA		Affymetrix [10369434] (imputed)	N
1	rs2476601	1	114303808	rs6679677	2021-10-19	34290314	Brandes N	2021-07-21	Sci Rep	www.ncbi.nlm.nih.gov/pubmed/34290314	Genetic association studies of alterations in protein function expose recessive effects on cancer predisposition.	Non-melanoma skin cancer	18,944 White British ancestry cases, 255,886 White British ancestry controls	NA	1p13.2		PHTF1 - RSBN1	ENSG00000116793	ENSG00000081019		1697	646	rs6679677-?	rs6679677	0	6679677	upstream_gene_variant	1	NR	3E-10	9.52287874528034		0.889667	[0.85-0.93]	NR [685523]	N
1	rs2476601	1	114303808	rs6679677	2022-11-29	35347896	Li J	2022-03-29	Arthritis Rheumatol	www.ncbi.nlm.nih.gov/pubmed/35347896	Identification of Novel Loci Shared by Juvenile Idiopathic Arthritis Subtypes through Integrative Genetic Analysis.	Arthritis (juvenile idiopathic)	1,245 European ancestry cases, 9,250 European ancestry controls	NA	1p13.2		PHTF1 - RSBN1	ENSG00000116793	ENSG00000081019		1697	646	rs6679677-?	rs6679677	0	6679677	upstream_gene_variant	1	NR	2E-6	5.69897000433602		NA		NR [NR] (imputed)	N
1	rs2476601	1	114303808	rs6679677	2021-12-14	34594039	Sakaue S	2021-09-30	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/34594039	A cross-population atlas of genetic associations for 220 human phenotypes.	Serum alkaline phosphatase levels	344,292 European ancestry individuals, 118,886 East Asian ancestry individuals	NA	1p13.2		PHTF1 - RSBN1	ENSG00000116793	ENSG00000081019		1697	646	rs6679677-A	rs6679677	0	6679677	upstream_gene_variant	1	NR	3E-15	14.5228787452803		0.0302	[0.023-0.038] unit decrease	Affymetrix, Illumina [20533886] (imputed)	N
1	rs2476601	1	114303808	rs6679677	2022-07-29	35470158	Saevarsdottir S	2022-04-25	Ann Rheum Dis	www.ncbi.nlm.nih.gov/pubmed/35470158	Multiomics analysis of rheumatoid arthritis yields sequence variants that have large effects on risk of the seropositive subset.	Rheumatoid arthritis (rheumatoid factor and/or anti-cyclic citrullinated peptide seropositive)	14,551 European ancestry cases, 846,260 European ancestry controls, 3,468 cases, 145,344 controls	NA	1p13.2		PHTF1 - RSBN1	ENSG00000116793	ENSG00000081019		1697	646	rs6679677-A	rs6679677	0	6679677	upstream_gene_variant	1	0.12	4E-161	160.397940008672		1.59		Affymetrix, Illumina [64000000] (imputed)	N
1	rs2476601	1	114303808	rs6679677	2022-07-29	35470158	Saevarsdottir S	2022-04-25	Ann Rheum Dis	www.ncbi.nlm.nih.gov/pubmed/35470158	Multiomics analysis of rheumatoid arthritis yields sequence variants that have large effects on risk of the seropositive subset.	Rheumatoid arthritis	26,612 European ancestry cases, 869,454 European ancestry controls, 4,701 cases, 125,923 controls	NA	1p13.2		PHTF1 - RSBN1	ENSG00000116793	ENSG00000081019		1697	646	rs6679677-A	rs6679677	0	6679677	upstream_gene_variant	1	0.12	4E-144	143.397940008672		1.41		Affymetrix, Illumina [64000000] (imputed)	N
1	rs2476601	1	114303808	rs6679677	2020-09-18	32888494	Vuckovic D	2020-09-01	Cell	www.ncbi.nlm.nih.gov/pubmed/32888494	The Polygenic and Monogenic Basis of Blood Traits and Diseases.	Neutrophil count	408,112 British individuals	NA	1p13.2	PHTF1	PHTF1 - RSBN1	ENSG00000116793	ENSG00000081019		1697	646	rs6679677-A	rs6679677	0	6679677	upstream_gene_variant	1	0.101192	3E-25	24.5228787452803		0.037880443	[0.031-0.045] unit decrease	Affymetrix [93095623] (imputed)	N
1	rs2476601	1	114303808	rs6679677	2019-03-26	28714469	Langefeld CD	2017-07-17	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/28714469	Transancestral mapping and genetic load in systemic lupus erythematosus.	Systemic lupus erythematosus	6,748 European ancestry cases, 11,516 European ancestry controls	NA	1p13.2	PTPN22	PHTF1 - RSBN1	ENSG00000116793	ENSG00000081019		1697	646	rs6679677-?	rs6679677	0	6679677	upstream_gene_variant	1	NR	2E-23	22.698970004336		1.41	[1.32-1.51]	Illumina [at least 5000000] (imputed)	N
1	rs2476601	1	114303808	rs6679677	2019-06-21	31015401	Wu Y	2019-04-23	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/31015401	Genome-wide association study of medication-use and associated disease in the UK Biobank.	Medication use (immunosuppressants)	3,954 European ancestry cases, 268,648 European ancestry controls	NA	1p13.2	RSBN1	PHTF1 - RSBN1	ENSG00000116793	ENSG00000081019		1697	646	rs6679677-A	rs6679677	0	6679677	upstream_gene_variant	1	0.102915	3E-19	18.5228787452803		0.33426782	[0.26-0.41] unit increase	Affymetrix [7288503] (imputed)	N
1	rs2476601	1	114303808	rs6679677	2021-12-14	34594039	Sakaue S	2021-09-30	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/34594039	A cross-population atlas of genetic associations for 220 human phenotypes.	Medication use (immunosuppressants)	3,954 European ancestry cases, 268,648 European ancestry controls, 3,483 East Asian ancestry cases, 175,243 East Asian ancestry controls	NA	1p13.2		PHTF1 - RSBN1	ENSG00000116793	ENSG00000081019		1697	646	rs6679677-A	rs6679677	0	6679677	upstream_gene_variant	1	NR	3E-19	18.5228787452803		0.3343	[0.26-0.41] unit increase	Affymetrix, Illumina [15248280] (imputed)	N
1	rs2476601	1	114303808	rs6679677	2023-06-09	36580032	Rothwell S	2022-12-29	Arthritis Rheumatol	www.ncbi.nlm.nih.gov/pubmed/36580032	Genome-wide imputation identifies novel associations and localises signals in idiopathic inflammatory myopathies.	Idiopathic inflammatory myopathy	2,565 European ancestry cases, 10,260 European ancestry controls	NA	1p13.2		PHTF1 - RSBN1	ENSG00000116793	ENSG00000081019		1697	646	rs6679677-?	rs6679677	0	6679677	upstream_gene_variant	1	NR	2E-7	6.69897000433602		1.3	[1.19-1.43]	Illumina [1648116] (imputed)	N
1	rs2476601	1	114377568	rs2476601	2020-09-21	32888493	Chen MH	2020-09-01	Cell	www.ncbi.nlm.nih.gov/pubmed/32888493	Trans-ethnic and Ancestry-Specific Blood-Cell Genetics in 746,667 Individuals from 5 Global Populations.	Lymphocyte count	643,370 African American or Afro-Caribbean, African ancestry, European ancestry, East Asian ancestry, Hispanic or Latin American and South Asian ancestry individuals	NA	1p13.2	NR	PTPN22			ENSG00000134242	NA	NA	rs2476601-G	rs2476601	0	2476601	missense_variant	0	0.902093	1E-63	63		NA		Affymetrix, Illumina [23472807] (imputed)	N
1	rs2476601	1	114377568	rs2476601	2019-02-08	30595370	Kichaev G	2018-12-27	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/30595370	Leveraging Polygenic Functional Enrichment to Improve GWAS Power.	Hypothyroidism	approximately 459,000 European ancestry individuals	NA	1p13.2		PTPN22			ENSG00000134242	NA	NA	rs2476601-?	rs2476601	0	2476601	missense_variant	0	NR	2E-173	172.698970004336		NA		NR [~ 8900000] (imputed)	N
1	rs2476601	1	114377568	rs2476601	2020-09-21	32888493	Chen MH	2020-09-01	Cell	www.ncbi.nlm.nih.gov/pubmed/32888493	Trans-ethnic and Ancestry-Specific Blood-Cell Genetics in 746,667 Individuals from 5 Global Populations.	Lymphocyte count	524,923 European ancestry individuals	NA	1p13.2	NR	PTPN22			ENSG00000134242	NA	NA	rs2476601-G	rs2476601	0	2476601	missense_variant	0	0.899687	1E-67	67		0.054421	[0.048-0.061] SD unit increase	Affymetrix, Illumina [50265552] (imputed)	N
1	rs2476601	1	114377568	rs2476601	2020-09-16	32581359	Saevarsdottir S	2020-06-24	Nature	www.ncbi.nlm.nih.gov/pubmed/32581359	FLT3 stop mutation increases FLT3 ligand level and risk of autoimmune thyroid disease.	Autoimmune thyroid disease	30,234 European ancestry cases, 724,172 European ancestry controls	NA	1p13.2	PTPN22	PTPN22			ENSG00000134242	NA	NA	rs2476601-A	rs2476601	0	2476601	missense_variant	0	0.097	2E-160	159.698970004336		1.44	[NR]	Affymetrix, Illumina [42900000] (imputed)	N
1	rs2476601	1	114377568	rs2476601	2020-09-21	32888493	Chen MH	2020-09-01	Cell	www.ncbi.nlm.nih.gov/pubmed/32888493	Trans-ethnic and Ancestry-Specific Blood-Cell Genetics in 746,667 Individuals from 5 Global Populations.	Monocyte count	521,594 European ancestry individuals	NA	1p13.2	NR	PTPN22			ENSG00000134242	NA	NA	rs2476601-G	rs2476601	0	2476601	missense_variant	0	0.899691	1E-10	10		0.019969	[0.014-0.026] SD unit increase	Affymetrix, Illumina [50262088] (imputed)	N
1	rs2476601	1	114377568	rs2476601	2020-09-18	32888494	Vuckovic D	2020-09-01	Cell	www.ncbi.nlm.nih.gov/pubmed/32888494	The Polygenic and Monogenic Basis of Blood Traits and Diseases.	Lymphocyte count	408,112 British individuals	NA	1p13.2	PTPN22	PTPN22			ENSG00000134242	NA	NA	rs2476601-G	rs2476601	0	2476601	missense_variant	0	0.89885	8E-61	60.0969100130081		0.059990816	[0.053-0.067] unit increase	Affymetrix [93095623] (imputed)	N
1	rs2476601	1	114377568	rs2476601	2020-09-21	32888493	Chen MH	2020-09-01	Cell	www.ncbi.nlm.nih.gov/pubmed/32888493	Trans-ethnic and Ancestry-Specific Blood-Cell Genetics in 746,667 Individuals from 5 Global Populations.	Neutrophil count	519,288 European ancestry individuals	NA	1p13.2	NR	PTPN22			ENSG00000134242	NA	NA	rs2476601-G	rs2476601	0	2476601	missense_variant	0	0.899665	6E-33	32.2218487496164		0.038024	[0.032-0.044] SD unit increase	Affymetrix, Illumina [50250472] (imputed)	N
1	rs2476601	1	114377568	rs2476601	2019-10-21	31174203	Liyanage UE	2019-06-07	Hum Mol Genet	www.ncbi.nlm.nih.gov/pubmed/31174203	Combined analysis of keratinocyte cancers identifies novel genome-wide loci.	Basal cell carcinoma	31,787 European ancestry cases, 619,351 European ancestry controls	NA	1p13.2	PHTF1	PTPN22			ENSG00000134242	NA	NA	rs2476601-G	rs2476601	0	2476601	missense_variant	0	0.91717	2E-14	13.698970004336		1.1111112	[1.09-1.15]	Affymetrix, Illumina [up to 9061544] (imputed)	N
