GENE	CHR	START	STOP	NSNPS	NPARAM	N	ZSTAT	P	SYMBOL
ENSG00000177674	1	11761141	11824859	174	34	15368	-0.63773	0.73818	AGTRAP
ENSG00000215910	1	11786844	11859642	279	25	15368	-1.7654	0.96125	C1orf167
ENSG00000011021	1	11831207	11913201	402	17	15368	-0.92993	0.8238	CLCN6
ENSG00000177000	1	11835780	11901977	332	15	15368	-0.93721	0.82568	MTHFR
ENSG00000175206	1	11895766	11943402	181	25	15368	-0.71653	0.76317	NPPA
ENSG00000120937	1	11907521	11953988	168	20	15368	-0.62607	0.73437	NPPB
ENSG00000083444	1	11959262	12045595	282	23	15368	-1.1291	0.87057	PLOD1
ENSG00000116685	1	11969648	12021485	182	23	15368	-0.93256	0.82448	KIAA2013
ENSG00000116688	1	12005238	12083571	191	20	15368	-2.4675	0.9932	MFN2
ENSG00000116691	1	12044523	12102102	116	15	15368	-1.4569	0.92743	MIIP
ENSG00000120949	1	12088434	12214264	311	54	15368	-0.35807	0.63986	TNFRSF8
ENSG00000028137	1	12192060	12279285	242	36	15368	-0.48401	0.68581	TNFRSF1B
ENSG00000048707	1	12255124	12582099	531	28	15368	-1.1394	0.87274	VPS13D
ENSG00000162496	1	12617939	12712737	309	47	15368	1.3707	0.085237	DHRS3
ENSG00000204518	1	12669566	12737097	195	25	15368	1.1867	0.11767	AADACL4
ENSG00000188984	1	12741118	12798726	164	23	15368	0.63368	0.26315	AADACL3
ENSG00000157330	1	12771163	12833847	204	17	15368	1.0098	0.15629	C1orf158
ENSG00000116726	1	12799984	12848049	123	15	15368	1.0489	0.14712	PRAMEF12
ENSG00000116721	1	12816546	12866777	160	26	15368	1.5218	0.064026	PRAMEF1
ENSG00000204513	1	12874468	12926264	139	8	15368	0.58224	0.2802	PRAMEF11
ENSG00000120952	1	12881941	12931764	130	7	15368	0.52023	0.30145	PRAMEF2
ENSG00000179172	1	12897261	12943578	105	4	15368	0.36079	0.35913	HNRNPCL1
ENSG00000243073	1	12929045	12981025	2	1	15368	0.87628	0.19044	PRAMEF4
ENSG00000204510	1	12941450	12990569	2	1	15368	0.73116	0.23234	PRAMEF7
ENSG00000187545	1	12942727	12993101	2	1	15368	0.73116	0.23234	PRAMEF10
ENSG00000232423	1	12988181	13152751	8	2	15368	0.27742	0.39073	PRAMEF6
ENSG00000204508	1	13000543	13048381	1	1	15368	0.90701	0.1822	PRAMEF22
ENSG00000204502	1	13324819	13379057	2	1	15368	0.39619	0.34598	PRAMEF5
ENSG00000182330	1	13376646	13425765	4	2	15368	-0.69577	0.75671	PRAMEF8
ENSG00000204495	1	13437414	13487656	2	1	15368	0.98816	0.16154	PRAMEF13
ENSG00000204488	1	13460254	13508260	3	2	15368	0.65945	0.2548	PRAMEF16
ENSG00000204491	1	13464689	13512522	3	2	15368	0.65945	0.2548	PRAMEF18
ENSG00000204486	1	13481066	13536943	1	1	15368	-0.063209	0.5252	PRAMEF21
ENSG00000204481	1	13658269	13708511	1	1	15368	1.3999	0.08077	PRAMEF14
ENSG00000204479	1	13681092	13729089	1	1	15368	1.3999	0.08077	PRAMEF17
ENSG00000204480	1	13684889	13733405	2	1	15368	0.8284	0.20372	PRAMEF19
ENSG00000204478	1	13701907	13757803	3	2	15368	0.89313	0.18589	PRAMEF20
ENSG00000162494	1	13791445	13875543	358	52	15368	0.84553	0.19891	LRRC38
ENSG00000162493	1	13874960	13954452	247	47	15368	1.0205	0.15374	PDPN
ENSG00000116731	1	13991693	14161574	526	30	15368	-0.78916	0.78499	PRDM2
ENSG00000189337	1	14890200	15454539	1917	188	15368	0.43627	0.33132	KAZN
ENSG00000171729	1	15444028	15556976	567	32	15368	-1.5435	0.93864	TMEM51
ENSG00000204464	1	15480840	15532813	253	21	15368	-0.97368	0.83489	C1orf195
ENSG00000142621	1	15538768	15736779	710	77	15368	-0.70091	0.75832	FHAD1
ENSG00000142634	1	15701391	15766839	195	29	15368	0.045563	0.48183	EFHD2
ENSG00000162438	1	15729935	15785737	143	32	15368	0.27744	0.39072	CTRC
ENSG00000142615	1	15748223	15808586	153	25	15368	0.73192	0.23211	CELA2A
ENSG00000215704	1	15757404	15827895	198	28	15368	0.30854	0.37884	CELA2B
ENSG00000132906	1	15807327	15888029	246	14	15368	-0.59356	0.7236	CASP9
ENSG00000116138	1	15818308	15928874	379	13	15368	-0.55795	0.71156	DNAJC16
ENSG00000116771	1	15888848	15946605	212	12	15368	-0.24137	0.59537	AGMAT
ENSG00000197312	1	15908995	16005539	281	9	15368	0.11488	0.45427	DDI2
ENSG00000215695	1	15951364	15998217	94	6	15368	0.25865	0.39795	RSC1A1
ENSG00000116786	1	15975827	16071264	234	16	15368	0.7898	0.21482	PLEKHM2
ENSG00000162461	1	16027900	16077891	136	15	15368	1.0272	0.15217	SLC25A34
ENSG00000162460	1	16033917	16084477	135	16	15368	1.13	0.12924	TMEM82
ENSG00000162458	1	16048102	16123089	167	27	15368	1.1026	0.13509	FBLIM1
ENSG00000065526	1	16139359	16276955	288	20	15368	1.1186	0.13166	SPEN
ENSG00000116809	1	16258364	16337627	232	24	15368	-0.28429	0.61191	ZBTB17
ENSG00000183888	1	16295731	16345302	228	21	15368	-0.37642	0.6467	C1orf64
ENSG00000186510	1	16310370	16370545	334	23	15368	0.562	0.28706	CLCNKA
ENSG00000173641	1	16330523	16381089	291	22	15368	1.264	0.10312	HSPB7
ENSG00000184908	1	16335272	16393803	332	26	15368	1.4901	0.068104	CLCNKB
ENSG00000185519	1	16374264	16435127	261	19	15368	1.527	0.063376	FAM131C
ENSG00000142627	1	16440832	16517582	166	21	15368	1.1103	0.13344	EPHA2
ENSG00000142632	1	16514349	16574104	162	15	15368	-0.38629	0.65036	ARHGEF19
ENSG00000204377	1	16545368	16591038	85	10	15368	0.043291	0.48273	C1orf134
ENSG00000132881	1	16548195	16598657	102	10	15368	-0.0037129	0.50148	RSG1
ENSG00000037637	1	16563334	16713949	313	13	15368	0.069352	0.47235	FBXO42
ENSG00000055070	1	16644070	16734640	201	17	15368	0.28405	0.38819	SZRD1
ENSG00000187144	1	16703612	16798919	246	32	15368	0.22301	0.41176	SPATA21
ENSG00000157191	1	16732167	16796573	168	24	15368	0.043549	0.48263	NECAP2
ENSG00000268674	1	16830561	16876070	46	7	15368	-2.2604	0.9881	FAM231B
ENSG00000219481	1	16878814	16975057	13	6	15368	0.20604	0.41838	NBPF1
ENSG00000237847	1	16964498	17010007	16	4	15368	-2.4685	0.99322	FAM231A
ENSG00000058453	1	17031768	17309474	214	26	15368	-1.5488	0.93928	CROCC
ENSG00000268991	1	17050447	17095956	2	1	15368	0.78394	0.21654	FAM231C
ENSG00000117122	1	17290997	17342330	111	18	15368	-0.25479	0.60056	MFAP2
ENSG00000159363	1	17302453	17373423	176	19	15368	-0.41975	0.66267	ATP13A2
ENSG00000117118	1	17335217	17415665	328	15	15368	0.073123	0.47085	SDHB
ENSG00000117115	1	17383256	17480948	362	27	15368	1.4404	0.074878	PADI2
ENSG00000142623	1	17496621	17582500	381	50	15368	0.73066	0.23249	PADI1
ENSG00000142619	1	17540593	17620728	354	40	15368	1.1307	0.12909	PADI3
ENSG00000159339	1	17599690	17700499	490	37	15368	-1.3894	0.91764	PADI4
ENSG00000269468	1	17645507	17711070	317	29	15368	-2.1362	0.98367	AC004824.2
ENSG00000179051	1	17723256	17801220	231	20	15368	-1.0632	0.85616	RCC2
ENSG00000074964	1	17831330	18034369	484	57	15368	-1.0684	0.85732	ARHGEF10L
ENSG00000117148	1	18046808	18163558	284	28	15368	-0.90302	0.81674	ACTL8
ENSG00000117154	1	18399240	18714977	1055	136	15368	-0.98113	0.83674	IGSF21
ENSG00000179023	1	18772424	18822478	204	30	15368	0.23402	0.40749	KLHDC7A
ENSG00000009709	1	18922500	19085360	464	71	15368	0.45812	0.32343	PAX7
ENSG00000179002	1	19156093	19221176	324	43	15368	2.8855	0.0019541	TAS1R2
ENSG00000255275	1	19165767	19282615	493	63	15368	2.191	0.014226	RP13-279N23.2
ENSG00000159423	1	19187926	19264275	344	38	15368	2.2207	0.013186	ALDH4A1
ENSG00000169991	1	19220775	19318180	363	36	15368	-0.50333	0.69263	IFFO2
ENSG00000127481	1	19391000	19571770	310	18	15368	-0.73471	0.76874	UBR4
ENSG00000127463	1	19532158	19613046	277	18	15368	-2.5803	0.99506	EMC1
ENSG00000053372	1	19543033	19596622	172	21	15368	-2.1309	0.98345	MRTO4
ENSG00000162482	1	19599052	19650744	177	21	15368	-2.1235	0.98315	AKR7A3
ENSG00000040487	1	19603820	19665794	187	27	15368	-0.93546	0.82522	PQLC2
ENSG00000053371	1	19620459	19673640	151	22	15368	-0.26576	0.60479	AKR7A2
ENSG00000077549	1	19655267	19847066	605	33	15368	0.96703	0.16676	CAPZB
ENSG00000270136	1	19888473	19994549	274	27	15368	1.0808	0.1399	MINOS1-NBL1
ENSG00000173436	1	19888477	19966314	197	18	15368	1.3529	0.088041	MINOS1
ENSG00000158747	1	19932048	19994945	150	29	15368	0.4206	0.33702	NBL1
ENSG00000158748	1	19956780	20016055	170	25	15368	0.34545	0.36488	HTR6
ENSG00000162542	1	19998706	20161438	573	73	15368	0.94973	0.17112	TMCO4
ENSG00000178828	1	20130523	20176771	189	38	15368	1.1891	0.1172	RNF186
ENSG00000169914	1	20174006	20249438	251	32	15368	1.8008	0.035866	OTUD3
ENSG00000188784	1	20236502	20285110	171	25	15368	0.49189	0.3114	PLA2G2E
ENSG00000188257	1	20291925	20341932	170	29	15368	-0.54868	0.70839	PLA2G2A
ENSG00000127472	1	20319672	20427683	303	27	15368	-1.101	0.86455	PLA2G5
ENSG00000117215	1	20428432	20481050	139	40	15368	-0.60293	0.72672	PLA2G2D
ENSG00000158786	1	20430819	20486879	140	40	15368	-0.36624	0.64291	PLA2G2F
ENSG00000162543	1	20477578	20532541	105	20	15368	0.42834	0.3342	UBXN10
ENSG00000187980	1	20477746	20538917	112	21	15368	0.29172	0.38525	PLA2G2C
ENSG00000158816	1	20582412	20691387	412	36	15368	-0.25248	0.59966	VWA5B1
ENSG00000162545	1	20798884	20847713	86	15	15368	-1.5818	0.94315	CAMK2N1
ENSG00000090432	1	20815943	20869654	139	17	15368	-1.5789	0.94282	MUL1
ENSG00000183114	1	20843932	20891512	162	22	15368	-1.8021	0.96423	FAM43B
ENSG00000158825	1	20880441	20955401	357	29	15368	-0.72983	0.76725	CDA
ENSG00000158828	1	20924948	20988004	250	20	15368	0.0413	0.48353	PINK1
ENSG00000244038	1	20968270	21023000	173	30	15368	0.09465	0.4623	DDOST
ENSG00000117245	1	20980507	21079510	314	44	15368	0.44846	0.32691	KIF17
ENSG00000189410	1	21036225	21094330	170	24	15368	-1.701	0.95552	SH2D5
ENSG00000127483	1	21059154	21148816	164	19	15368	-1.4778	0.93026	HP1BP3
ENSG00000075151	1	21122963	21538377	767	25	15368	-0.69905	0.75774	EIF4G3
ENSG00000117298	1	21533740	21706997	461	49	15368	-0.35609	0.63911	ECE1
ENSG00000142794	1	21731621	21821498	272	23	15368	-0.72482	0.76572	NBPF3
ENSG00000162551	1	21800858	21914905	436	44	15368	-0.64905	0.74185	ALPL
ENSG00000076864	1	21912708	22030801	408	59	15368	-0.20696	0.58198	RAP1GAP
ENSG00000090686	1	21994791	22145099	494	39	15368	-1.6525	0.95078	USP48
ENSG00000187942	1	22103758	22161714	193	39	15368	-1.4391	0.92493	LDLRAD2
ENSG00000142798	1	22138738	22298790	473	41	15368	-1.9129	0.97212	HSPG2
ENSG00000219073	1	22268514	22335135	245	26	15368	-0.44244	0.67091	CELA3B
ENSG00000142789	1	22293149	22349032	195	24	15368	0.17081	0.43219	CELA3A
ENSG00000070831	1	22344120	22429437	256	20	15368	-0.24394	0.59636	CDC42
ENSG00000162552	1	22433798	22505462	238	41	15368	-0.87854	0.81017	WNT4
ENSG00000184677	1	22743344	22867650	205	23	15368	-0.072366	0.52884	ZBTB40
ENSG00000070886	1	22855057	22940087	270	39	15368	0.15854	0.43702	EPHA8
ENSG00000173372	1	22927999	22976101	157	19	15368	-0.13133	0.55224	C1QA
ENSG00000159189	1	22935123	22984603	163	19	15368	0.0171	0.49318	C1QC
ENSG00000173369	1	22944255	22998031	150	16	15368	0.15462	0.43856	C1QB
ENSG00000133216	1	23002332	23251818	521	59	15368	0.94724	0.17176	EPHB2
ENSG00000215906	1	23269536	23326831	106	19	15368	-0.67684	0.75075	LACTBL1
ENSG00000004487	1	23310941	23420182	139	14	15368	-0.019697	0.50786	KDM1A
ENSG00000227868	1	23327327	23377343	64	9	15368	0.084067	0.4665	C1orf234
ENSG00000169641	1	23400516	23539301	299	18	15368	-0.33652	0.63176	LUZP1
ENSG00000179546	1	23506993	23556222	176	14	15368	-0.6017	0.72631	HTR1D
ENSG00000125944	1	23620264	23705829	112	13	15368	0.51097	0.30469	HNRNPR
ENSG00000249087	1	23660490	23708332	85	11	15368	0.38217	0.35117	C1orf213
ENSG00000125945	1	23675941	23730935	138	19	15368	0.98867	0.16141	ZNF436
ENSG00000204219	1	23697554	23786233	186	24	15368	1.4376	0.075272	TCEA3
ENSG00000088280	1	23745056	23846061	164	20	15368	1.1538	0.12428	ASAP3
ENSG00000007968	1	23822922	23892712	136	23	15368	1.2508	0.1055	E2F2
ENSG00000197880	1	23872985	23977058	210	44	15368	0.14251	0.44334	MDS2
ENSG00000117318	1	23874409	23921285	89	16	15368	0.54153	0.29407	ID3
ENSG00000142676	1	23983269	24032915	116	18	15368	-0.76163	0.77686	RPL11
ENSG00000011007	1	24034645	24098549	68	12	15368	-0.26299	0.60372	TCEB3
ENSG00000057757	1	24069895	24124722	34	11	15368	-0.090016	0.53586	PITHD1
ENSG00000011009	1	24082460	24132029	30	10	15368	-0.088029	0.53507	LYPLA2
ENSG00000117308	1	24112089	24162271	48	5	15368	-0.12881	0.55125	GALE
ENSG00000117305	1	24118375	24200110	126	8	15368	-0.48356	0.68565	HMGCL
ENSG00000179163	1	24161567	24229784	233	15	15368	-0.62364	0.73357	FUCA1
ENSG00000188822	1	24187016	24320549	227	16	15368	-0.73665	0.76933	CNR2
ENSG00000189266	1	24250599	24299952	12	4	15368	-1.5243	0.93628	PNRC2
ENSG00000188529	1	24281294	24342417	12	3	15368	-0.92508	0.82254	SRSF10
ENSG00000142661	1	24372525	24473665	337	36	15368	1.2332	0.10875	MYOM3
ENSG00000142677	1	24436261	24504611	214	29	15368	-0.95418	0.83	IL22RA1
ENSG00000185436	1	24470647	24549449	250	41	15368	-1.7345	0.95858	IFNLR1
ENSG00000158055	1	24610812	24700972	269	34	15368	-1.411	0.92088	GRHL3
ENSG00000001460	1	24673489	24778424	260	19	15368	-0.54025	0.70549	STPG1
ENSG00000001461	1	24707284	24809466	213	20	15368	-0.25093	0.59906	NIPAL3
